exchange,date,is_open
SH,2024-01-02,true
SH,2024-01-03,true
SH,2024-01-04,true
SH,2024-01-05,true
SH,2024-01-08,true
SH,2024-01-09,true
SZ,2024-01-02,true
SZ,2024-01-03,true
