symbol,ex_date,factor
510500.SH,2025-06-03,0.9891285288444678
510500.SH,2025-06-04,0.9892155157418681
510500.SH,2025-06-05,0.989280774550484
510500.SH,2025-06-06,0.9892826274848746
510500.SH,2025-06-09,0.9893562231759656
510500.SH,2025-06-10,0.9892677860481218
510500.SH,2025-06-11,0.9893360853113174
510500.SH,2025-06-12,0.9893562231759656
510500.SH,2025-06-13,0.9892659279778393
510500.SH,2025-06-16,0.9893048128342246
510500.SH,2025-06-17,0.9892826274848746
510500.SH,2025-06-18,0.9892659279778393
510500.SH,2025-06-19,0.9891570479188527
510500.SH,2025-06-20,0.9890825849621412
510500.SH,2025-06-23,0.9891456582633052
510500.SH,2025-06-24,0.9893177119228118
510500.SH,2025-06-25,0.9895146287840352
510500.SH,2025-06-26,0.9894701086956521
510500.SH,2025-06-27,0.9895093062605752
510500.SH,2025-06-30,0.9896025490524903
510500.SH,2025-07-01,0.9896355733868271
510500.SH,2025-07-02,0.9895745754161762
510500.SH,2025-07-03,0.9896164796516496
510500.SH,2025-07-04,0.9896025490524903
510500.SH,2025-07-07,0.9895815829272391
510500.SH,2025-07-08,0.989719781130824
510500.SH,2025-07-09,0.9896752706078268
510500.SH,2025-07-10,0.9897316992381583
510500.SH,2025-07-11,0.9898193760262726
510500.SH,2025-07-14,0.9898009541042935
510500.SH,2025-07-15,0.9897975974987658
510500.SH,2025-07-16,0.9897959183673469
510500.SH,2025-07-17,0.9899121379759193
510500.SH,2025-07-18,0.9899432278994322
510500.SH,2025-07-21,0.9900417603597815
510500.SH,2025-07-22,0.9901462174189446
510500.SH,2025-07-23,0.9901116427432216
510500.SH,2025-07-24,0.9902561684739902
510500.SH,2025-07-25,0.9902592301649646
510500.SH,2025-07-28,0.9902988577687373
510500.SH,2025-07-29,0.9903591976364484
510500.SH,2025-07-30,0.9902958209422444
510500.SH,2025-07-31,0.9901540416071144
510500.SH,2025-08-01,0.9901383807857483
510500.SH,2025-08-04,0.9902131018153117
510500.SH,2025-08-05,0.990276035131744
510500.SH,2025-08-06,0.9903546981953951
510500.SH,2025-08-07,0.9903245942571784
510500.SH,2025-08-08,0.9903079568547757
510500.SH,2025-08-11,0.9904084158415841
510500.SH,2025-08-12,0.9904571340618746
510500.SH,2025-08-13,0.9905803707079914
510500.SH,2025-08-14,0.9904820386859072
510500.SH,2025-08-15,0.9906878942625412
510500.SH,2025-08-18,0.9908120924718434
510500.SH,2025-08-19,0.9907916233476904
510500.SH,2025-08-20,0.9909144196951934
510500.SH,2025-08-21,0.9908635425876805
510500.SH,2025-08-22,0.9910339840925524
510500.SH,2025-08-25,0.9911894273127753
510500.SH,2025-08-26,0.9912031782065834
510500.SH,2025-08-27,0.9910829857615417
510500.SH,2025-08-28,0.9912725225225225
510500.SH,2025-08-29,0.9913177426130794
510500.SH,2025-09-01,0.9913960588398556
510500.SH,2025-09-02,0.9912119064493267
510500.SH,2025-09-03,0.9910662824207492
510500.SH,2025-09-04,0.9908541082755569
510500.SH,2025-09-05,0.9911567536727999
510500.SH,2025-09-08,0.9912342711720628
510500.SH,2025-09-09,0.9911504424778761
510500.SH,2025-09-10,0.9911466514350992
510500.SH,2025-09-11,0.9914174972314507
510500.SH,2025-09-12,0.9914388290527478
510500.SH,2025-09-15,0.9914198726819817
510500.SH,2025-09-16,0.9914858555341939
510500.SH,2025-09-17,0.9915726518961533
510500.SH,2025-09-18,0.9914975315414152
510500.SH,2025-09-19,0.991461231235367
510500.SH,2025-09-22,0.9915277398196228
510500.SH,2025-09-23,0.9914800054967706
510500.SH,2025-09-24,0.9916576964477933
510500.SH,2025-09-25,0.9916677865878242
510500.SH,2025-09-26,0.9915485278080698
510500.SH,2025-09-29,0.9916912355936746
510500.SH,2025-09-30,0.9917542226359888
510500.SH,2025-10-09,0.9918943652765067
510500.SH,2025-10-10,0.991738840772818
510500.SH,2025-10-13,0.9916990226268576
510500.SH,2025-10-14,0.9914940321031691
510500.SH,2025-10-15,0.9916136886243744
510500.SH,2025-10-16,0.9915485278080698
510500.SH,2025-10-17,0.9912847905538374
510500.SH,2025-10-20,0.991340782122905
510500.SH,2025-10-21,0.9914835164835164
510500.SH,2025-10-22,0.9914174972314507
510500.SH,2025-10-23,0.9914470961511932
510500.SH,2025-10-24,0.991586375356222
510500.SH,2025-10-27,0.9917090131051083
510500.SH,2025-10-28,0.9916677865878242
510500.SH,2025-10-29,0.9918356597313668
510500.SH,2025-10-30,0.9917300253434707
510500.SH,2025-10-31,0.9916621839698763
510500.SH,2025-11-03,0.9916655464444145
510500.SH,2025-11-04,0.9915219472172843
510500.SH,2025-11-05,0.9915416098226466
510500.SH,2025-11-06,0.9916789692658703
510500.SH,2025-11-07,0.9916666666666666
510500.SH,2025-11-10,0.9916756176154672
510500.SH,2025-11-11,0.991614822829321
510500.SH,2025-11-12,0.9915715062533985
510500.SH,2025-11-13,0.9916945746818486
510500.SH,2025-11-14,0.9915508312891795
510500.SH,2025-11-17,0.9915485278080698
510500.SH,2025-11-18,0.9914624070503993
510500.SH,2025-11-19,0.9914210599142106
510500.SH,2025-11-20,0.9913528591352859
510500.SH,2025-11-21,0.9910430511412887
510500.SH,2025-11-24,0.9911047345767575
510500.SH,2025-11-25,0.9912106606180889
510500.SH,2025-11-26,0.9912243453644727
510500.SH,2025-11-27,0.9912056737588653
510500.SH,2025-11-28,0.9913104414856342
510500.SH,2025-12-01,0.9913912801999444
510500.SH,2025-12-02,0.9913177426130794
510500.SH,2025-12-03,0.9912712938195128
510500.SH,2025-12-04,0.991298245614035
510500.SH,2025-12-05,0.9914079822616407
510500.SH,2025-12-08,0.9914811761472931
510500.SH,2025-12-09,0.9914174972314507
510500.SH,2025-12-10,0.9914635825416495
510500.SH,2025-12-11,0.9913900847104569
510500.SH,2025-12-12,0.9914893617021276
510500.SH,2025-12-15,0.9914317302377004
510500.SH,2025-12-16,0.9912994667415099
510500.SH,2025-12-17,0.9914588786334205
510500.SH,2025-12-18,0.9914139315884226
510500.SH,2025-12-19,0.9914905297831457
510500.SH,2025-12-22,0.991585233441911
510500.SH,2025-12-23,0.9915920802820721
510500.SH,2025-12-24,0.9917001338688085
510500.SH,2025-12-25,0.9917706397663923
510500.SH,2025-12-26,0.991820580474934
510500.SH,2025-12-29,0.9917859035506094
510500.SH,2025-12-30,0.9918216594116871
510500.SH,2025-12-31,0.9918292040063258
510500.SH,2026-01-05,0.9920431211498973
510500.SH,2026-01-06,0.9922120336641125
510500.SH,2026-01-07,0.9922490311288911
510500.SH,2026-01-08,0.9922731804586241
510500.SH,2026-01-09,0.9924537487828627
510500.SH,2026-01-12,0.9926330798479088
510500.SH,2026-01-13,0.9925355164941008
510500.SH,2026-01-14,0.9925881649731023
510500.SH,2026-01-15,0.9925650557620819
510500.SH,2026-01-16,1.0
510500.SH,2026-01-19,1.0
510500.SH,2026-01-20,1.0
510500.SH,2026-01-21,1.0
510500.SH,2026-01-22,1.0
510500.SH,2026-01-23,1.0
510500.SH,2026-01-26,1.0
510500.SH,2026-01-27,1.0
510500.SH,2026-01-28,1.0
510500.SH,2026-01-29,1.0
510500.SH,2026-01-30,1.0
510500.SH,2026-02-02,1.0
510500.SH,2026-02-03,1.0
510500.SH,2026-02-04,1.0
510500.SH,2026-02-05,1.0
510500.SH,2026-02-06,1.0
510500.SH,2026-02-09,1.0
510500.SH,2026-02-10,1.0
510500.SH,2026-02-11,1.0
510500.SH,2026-02-12,1.0
510500.SH,2026-02-13,1.0
510500.SH,2026-02-24,1.0
510500.SH,2026-02-25,1.0
510500.SH,2026-02-26,1.0
510500.SH,2026-02-27,1.0
